Dates,Day,Month,Year
07/11/1971,7,11,1971
08/11/1971,8,11,1971
09/11/1971,9,11,1971
10/11/1971,10,11,1971
11/11/1971,11,11,1971
12/11/1971,12,11,1971
13/11/1971,13,11,1971
14/11/1971,14,11,1971
15/11/1971,15,11,1971
16/11/1971,16,11,1971
17/11/1971,17,11,1971
18/11/1971,18,11,1971
19/11/1971,19,11,1971
20/11/1971,20,11,1971
21/11/1971,21,11,1971
22/11/1971,22,11,1971
23/11/1971,23,11,1971
24/11/1971,24,11,1971
25/11/1971,25,11,1971
26/11/1971,26,11,1971
27/11/1971,27,11,1971
28/11/1971,28,11,1971
29/11/1971,29,11,1971
30/11/1971,30,11,1971
01/12/1971,1,12,1971
02/12/1971,2,12,1971
03/12/1971,3,12,1971
04/12/1971,4,12,1971
05/12/1971,5,12,1971
06/12/1971,6,12,1971
07/12/1971,7,12,1971
08/12/1971,8,12,1971
09/12/1971,9,12,1971
10/12/1971,10,12,1971
11/12/1971,11,12,1971
12/12/1971,12,12,1971
13/12/1971,13,12,1971
14/12/1971,14,12,1971
15/12/1971,15,12,1971
16/12/1971,16,12,1971
17/12/1971,17,12,1971
18/12/1971,18,12,1971
19/12/1971,19,12,1971
20/12/1971,20,12,1971
21/12/1971,21,12,1971
22/12/1971,22,12,1971
23/12/1971,23,12,1971
24/12/1971,24,12,1971
25/12/1971,25,12,1971
26/12/1971,26,12,1971
27/12/1971,27,12,1971
28/12/1971,28,12,1971
29/12/1971,29,12,1971
30/12/1971,30,12,1971
31/12/1971,31,12,1971
01/01/1972,1,1,1972
02/01/1972,2,1,1972
03/01/1972,3,1,1972
04/01/1972,4,1,1972
05/01/1972,5,1,1972
06/01/1972,6,1,1972
07/01/1972,7,1,1972
08/01/1972,8,1,1972
09/01/1972,9,1,1972
10/01/1972,10,1,1972
11/01/1972,11,1,1972
12/01/1972,12,1,1972
13/01/1972,13,1,1972
14/01/1972,14,1,1972
15/01/1972,15,1,1972
16/01/1972,16,1,1972
17/01/1972,17,1,1972
18/01/1972,18,1,1972
19/01/1972,19,1,1972
20/01/1972,20,1,1972
21/01/1972,21,1,1972
22/01/1972,22,1,1972
23/01/1972,23,1,1972
24/01/1972,24,1,1972
25/01/1972,25,1,1972
26/01/1972,26,1,1972
27/01/1972,27,1,1972
28/01/1972,28,1,1972
29/01/1972,29,1,1972
30/01/1972,30,1,1972
31/01/1972,31,1,1972
01/02/1972,1,2,1972
02/02/1972,2,2,1972
03/02/1972,3,2,1972
04/02/1972,4,2,1972
05/02/1972,5,2,1972
06/02/1972,6,2,1972
07/02/1972,7,2,1972
08/02/1972,8,2,1972
09/02/1972,9,2,1972
10/02/1972,10,2,1972
11/02/1972,11,2,1972
12/02/1972,12,2,1972
13/02/1972,13,2,1972
14/02/1972,14,2,1972
15/02/1972,15,2,1972
16/02/1972,16,2,1972
17/02/1972,17,2,1972
18/02/1972,18,2,1972
19/02/1972,19,2,1972
20/02/1972,20,2,1972
21/02/1972,21,2,1972
22/02/1972,22,2,1972
23/02/1972,23,2,1972
24/02/1972,24,2,1972
25/02/1972,25,2,1972
26/02/1972,26,2,1972
27/02/1972,27,2,1972
28/02/1972,28,2,1972
29/02/1972,29,2,1972
01/03/1972,1,3,1972
02/03/1972,2,3,1972
03/03/1972,3,3,1972
04/03/1972,4,3,1972
05/03/1972,5,3,1972
06/03/1972,6,3,1972
07/03/1972,7,3,1972
08/03/1972,8,3,1972
09/03/1972,9,3,1972
10/03/1972,10,3,1972
11/03/1972,11,3,1972
12/03/1972,12,3,1972
13/03/1972,13,3,1972
14/03/1972,14,3,1972
15/03/1972,15,3,1972
16/03/1972,16,3,1972
17/03/1972,17,3,1972
18/03/1972,18,3,1972
19/03/1972,19,3,1972
20/03/1972,20,3,1972
21/03/1972,21,3,1972
22/03/1972,22,3,1972
23/03/1972,23,3,1972
24/03/1972,24,3,1972
25/03/1972,25,3,1972
26/03/1972,26,3,1972
27/03/1972,27,3,1972
28/03/1972,28,3,1972
29/03/1972,29,3,1972
30/03/1972,30,3,1972
31/03/1972,31,3,1972
01/04/1972,1,4,1972
02/04/1972,2,4,1972
03/04/1972,3,4,1972
04/04/1972,4,4,1972
05/04/1972,5,4,1972
06/04/1972,6,4,1972
07/04/1972,7,4,1972
08/04/1972,8,4,1972
09/04/1972,9,4,1972
10/04/1972,10,4,1972
11/04/1972,11,4,1972
12/04/1972,12,4,1972
13/04/1972,13,4,1972
14/04/1972,14,4,1972
15/04/1972,15,4,1972
16/04/1972,16,4,1972
17/04/1972,17,4,1972
18/04/1972,18,4,1972
19/04/1972,19,4,1972
20/04/1972,20,4,1972
21/04/1972,21,4,1972
22/04/1972,22,4,1972
23/04/1972,23,4,1972
24/04/1972,24,4,1972
25/04/1972,25,4,1972
26/04/1972,26,4,1972
27/04/1972,27,4,1972
28/04/1972,28,4,1972
29/04/1972,29,4,1972
30/04/1972,30,4,1972
01/05/1972,1,5,1972
02/05/1972,2,5,1972
03/05/1972,3,5,1972
04/05/1972,4,5,1972
05/05/1972,5,5,1972
06/05/1972,6,5,1972
07/05/1972,7,5,1972
08/05/1972,8,5,1972
09/05/1972,9,5,1972
10/05/1972,10,5,1972
11/05/1972,11,5,1972
12/05/1972,12,5,1972
13/05/1972,13,5,1972
14/05/1972,14,5,1972
15/05/1972,15,5,1972
16/05/1972,16,5,1972
17/05/1972,17,5,1972
18/05/1972,18,5,1972
19/05/1972,19,5,1972
20/05/1972,20,5,1972
21/05/1972,21,5,1972
22/05/1972,22,5,1972
23/05/1972,23,5,1972
24/05/1972,24,5,1972
25/05/1972,25,5,1972
26/05/1972,26,5,1972
27/05/1972,27,5,1972
28/05/1972,28,5,1972
29/05/1972,29,5,1972
30/05/1972,30,5,1972
31/05/1972,31,5,1972
01/06/1972,1,6,1972
02/06/1972,2,6,1972
03/06/1972,3,6,1972
04/06/1972,4,6,1972
05/06/1972,5,6,1972
06/06/1972,6,6,1972
07/06/1972,7,6,1972
08/06/1972,8,6,1972
09/06/1972,9,6,1972
10/06/1972,10,6,1972
11/06/1972,11,6,1972
12/06/1972,12,6,1972
13/06/1972,13,6,1972
14/06/1972,14,6,1972
15/06/1972,15,6,1972
16/06/1972,16,6,1972
17/06/1972,17,6,1972
18/06/1972,18,6,1972
19/06/1972,19,6,1972
20/06/1972,20,6,1972
21/06/1972,21,6,1972
22/06/1972,22,6,1972
23/06/1972,23,6,1972
24/06/1972,24,6,1972
25/06/1972,25,6,1972
26/06/1972,26,6,1972
27/06/1972,27,6,1972
28/06/1972,28,6,1972
29/06/1972,29,6,1972
30/06/1972,30,6,1972
01/07/1972,1,7,1972
02/07/1972,2,7,1972
03/07/1972,3,7,1972
04/07/1972,4,7,1972
05/07/1972,5,7,1972
06/07/1972,6,7,1972
07/07/1972,7,7,1972
08/07/1972,8,7,1972
09/07/1972,9,7,1972
10/07/1972,10,7,1972
11/07/1972,11,7,1972
12/07/1972,12,7,1972
13/07/1972,13,7,1972
14/07/1972,14,7,1972
15/07/1972,15,7,1972
16/07/1972,16,7,1972
17/07/1972,17,7,1972
18/07/1972,18,7,1972
19/07/1972,19,7,1972
20/07/1972,20,7,1972
21/07/1972,21,7,1972
22/07/1972,22,7,1972
23/07/1972,23,7,1972
24/07/1972,24,7,1972
25/07/1972,25,7,1972
26/07/1972,26,7,1972
27/07/1972,27,7,1972
28/07/1972,28,7,1972
29/07/1972,29,7,1972
30/07/1972,30,7,1972
31/07/1972,31,7,1972
01/08/1972,1,8,1972
02/08/1972,2,8,1972
03/08/1972,3,8,1972
04/08/1972,4,8,1972
05/08/1972,5,8,1972
06/08/1972,6,8,1972
07/08/1972,7,8,1972
08/08/1972,8,8,1972
09/08/1972,9,8,1972
10/08/1972,10,8,1972
11/08/1972,11,8,1972
12/08/1972,12,8,1972
13/08/1972,13,8,1972
14/08/1972,14,8,1972
15/08/1972,15,8,1972
16/08/1972,16,8,1972
17/08/1972,17,8,1972
18/08/1972,18,8,1972
19/08/1972,19,8,1972
20/08/1972,20,8,1972
21/08/1972,21,8,1972
22/08/1972,22,8,1972
23/08/1972,23,8,1972
24/08/1972,24,8,1972
25/08/1972,25,8,1972
26/08/1972,26,8,1972
27/08/1972,27,8,1972
28/08/1972,28,8,1972
29/08/1972,29,8,1972
30/08/1972,30,8,1972
31/08/1972,31,8,1972
01/09/1972,1,9,1972
02/09/1972,2,9,1972
03/09/1972,3,9,1972
04/09/1972,4,9,1972
05/09/1972,5,9,1972
06/09/1972,6,9,1972
07/09/1972,7,9,1972
08/09/1972,8,9,1972
09/09/1972,9,9,1972
10/09/1972,10,9,1972
11/09/1972,11,9,1972
12/09/1972,12,9,1972
13/09/1972,13,9,1972
14/09/1972,14,9,1972
15/09/1972,15,9,1972
16/09/1972,16,9,1972
17/09/1972,17,9,1972
18/09/1972,18,9,1972
19/09/1972,19,9,1972
20/09/1972,20,9,1972
21/09/1972,21,9,1972
22/09/1972,22,9,1972
23/09/1972,23,9,1972
24/09/1972,24,9,1972
25/09/1972,25,9,1972
26/09/1972,26,9,1972
27/09/1972,27,9,1972
28/09/1972,28,9,1972
29/09/1972,29,9,1972
30/09/1972,30,9,1972
01/10/1972,1,10,1972
02/10/1972,2,10,1972
03/10/1972,3,10,1972
04/10/1972,4,10,1972
05/10/1972,5,10,1972
06/10/1972,6,10,1972
07/10/1972,7,10,1972
08/10/1972,8,10,1972
09/10/1972,9,10,1972
10/10/1972,10,10,1972
11/10/1972,11,10,1972
12/10/1972,12,10,1972
13/10/1972,13,10,1972
14/10/1972,14,10,1972
15/10/1972,15,10,1972
16/10/1972,16,10,1972
17/10/1972,17,10,1972
18/10/1972,18,10,1972
19/10/1972,19,10,1972
20/10/1972,20,10,1972
21/10/1972,21,10,1972
22/10/1972,22,10,1972
23/10/1972,23,10,1972
24/10/1972,24,10,1972
25/10/1972,25,10,1972
26/10/1972,26,10,1972
27/10/1972,27,10,1972
28/10/1972,28,10,1972
29/10/1972,29,10,1972
30/10/1972,30,10,1972
31/10/1972,31,10,1972
01/11/1972,1,11,1972
02/11/1972,2,11,1972
03/11/1972,3,11,1972
04/11/1972,4,11,1972
05/11/1972,5,11,1972
06/11/1972,6,11,1972
07/11/1972,7,11,1972
08/11/1972,8,11,1972
09/11/1972,9,11,1972
10/11/1972,10,11,1972
11/11/1972,11,11,1972
12/11/1972,12,11,1972
13/11/1972,13,11,1972
14/11/1972,14,11,1972
15/11/1972,15,11,1972
16/11/1972,16,11,1972
17/11/1972,17,11,1972
18/11/1972,18,11,1972
19/11/1972,19,11,1972
20/11/1972,20,11,1972
21/11/1972,21,11,1972
22/11/1972,22,11,1972
23/11/1972,23,11,1972
24/11/1972,24,11,1972
25/11/1972,25,11,1972
26/11/1972,26,11,1972
27/11/1972,27,11,1972
28/11/1972,28,11,1972
29/11/1972,29,11,1972
30/11/1972,30,11,1972
01/12/1972,1,12,1972
02/12/1972,2,12,1972
03/12/1972,3,12,1972
04/12/1972,4,12,1972
05/12/1972,5,12,1972
06/12/1972,6,12,1972
07/12/1972,7,12,1972
08/12/1972,8,12,1972
09/12/1972,9,12,1972
10/12/1972,10,12,1972
11/12/1972,11,12,1972
12/12/1972,12,12,1972
13/12/1972,13,12,1972
14/12/1972,14,12,1972
15/12/1972,15,12,1972
16/12/1972,16,12,1972
17/12/1972,17,12,1972
18/12/1972,18,12,1972
19/12/1972,19,12,1972
20/12/1972,20,12,1972
21/12/1972,21,12,1972
22/12/1972,22,12,1972
23/12/1972,23,12,1972
24/12/1972,24,12,1972
25/12/1972,25,12,1972
26/12/1972,26,12,1972
27/12/1972,27,12,1972
28/12/1972,28,12,1972
29/12/1972,29,12,1972
30/12/1972,30,12,1972
31/12/1972,31,12,1972
01/01/1973,1,1,1973
02/01/1973,2,1,1973
03/01/1973,3,1,1973
04/01/1973,4,1,1973
05/01/1973,5,1,1973
06/01/1973,6,1,1973
07/01/1973,7,1,1973
08/01/1973,8,1,1973
09/01/1973,9,1,1973
10/01/1973,10,1,1973
11/01/1973,11,1,1973
12/01/1973,12,1,1973
13/01/1973,13,1,1973
14/01/1973,14,1,1973
15/01/1973,15,1,1973
16/01/1973,16,1,1973
17/01/1973,17,1,1973
18/01/1973,18,1,1973
19/01/1973,19,1,1973
20/01/1973,20,1,1973
21/01/1973,21,1,1973
22/01/1973,22,1,1973
23/01/1973,23,1,1973
24/01/1973,24,1,1973
25/01/1973,25,1,1973
26/01/1973,26,1,1973
27/01/1973,27,1,1973
28/01/1973,28,1,1973
29/01/1973,29,1,1973
30/01/1973,30,1,1973
31/01/1973,31,1,1973
01/02/1973,1,2,1973
02/02/1973,2,2,1973
03/02/1973,3,2,1973
04/02/1973,4,2,1973
05/02/1973,5,2,1973
06/02/1973,6,2,1973
07/02/1973,7,2,1973
08/02/1973,8,2,1973
09/02/1973,9,2,1973
10/02/1973,10,2,1973
11/02/1973,11,2,1973
12/02/1973,12,2,1973
13/02/1973,13,2,1973
14/02/1973,14,2,1973
15/02/1973,15,2,1973
16/02/1973,16,2,1973
17/02/1973,17,2,1973
18/02/1973,18,2,1973
19/02/1973,19,2,1973
20/02/1973,20,2,1973
21/02/1973,21,2,1973
22/02/1973,22,2,1973
23/02/1973,23,2,1973
24/02/1973,24,2,1973
25/02/1973,25,2,1973
26/02/1973,26,2,1973
27/02/1973,27,2,1973
28/02/1973,28,2,1973
01/03/1973,1,3,1973
02/03/1973,2,3,1973
03/03/1973,3,3,1973
04/03/1973,4,3,1973
05/03/1973,5,3,1973
06/03/1973,6,3,1973
07/03/1973,7,3,1973
08/03/1973,8,3,1973
09/03/1973,9,3,1973
10/03/1973,10,3,1973
11/03/1973,11,3,1973
12/03/1973,12,3,1973
13/03/1973,13,3,1973
14/03/1973,14,3,1973
15/03/1973,15,3,1973
16/03/1973,16,3,1973
17/03/1973,17,3,1973
18/03/1973,18,3,1973
19/03/1973,19,3,1973
20/03/1973,20,3,1973
21/03/1973,21,3,1973
22/03/1973,22,3,1973
23/03/1973,23,3,1973
24/03/1973,24,3,1973
25/03/1973,25,3,1973
26/03/1973,26,3,1973
27/03/1973,27,3,1973
28/03/1973,28,3,1973
29/03/1973,29,3,1973
30/03/1973,30,3,1973
31/03/1973,31,3,1973
01/04/1973,1,4,1973
02/04/1973,2,4,1973
03/04/1973,3,4,1973
04/04/1973,4,4,1973
05/04/1973,5,4,1973
06/04/1973,6,4,1973
07/04/1973,7,4,1973
08/04/1973,8,4,1973
09/04/1973,9,4,1973
10/04/1973,10,4,1973
11/04/1973,11,4,1973
12/04/1973,12,4,1973
13/04/1973,13,4,1973
14/04/1973,14,4,1973
15/04/1973,15,4,1973
16/04/1973,16,4,1973
17/04/1973,17,4,1973
18/04/1973,18,4,1973
19/04/1973,19,4,1973
20/04/1973,20,4,1973
21/04/1973,21,4,1973
22/04/1973,22,4,1973
23/04/1973,23,4,1973
24/04/1973,24,4,1973
25/04/1973,25,4,1973
26/04/1973,26,4,1973
27/04/1973,27,4,1973
28/04/1973,28,4,1973
29/04/1973,29,4,1973
30/04/1973,30,4,1973
01/05/1973,1,5,1973
02/05/1973,2,5,1973
03/05/1973,3,5,1973
04/05/1973,4,5,1973
05/05/1973,5,5,1973
06/05/1973,6,5,1973
07/05/1973,7,5,1973
08/05/1973,8,5,1973
09/05/1973,9,5,1973
10/05/1973,10,5,1973
11/05/1973,11,5,1973
12/05/1973,12,5,1973
13/05/1973,13,5,1973
14/05/1973,14,5,1973
15/05/1973,15,5,1973
16/05/1973,16,5,1973
17/05/1973,17,5,1973
18/05/1973,18,5,1973
19/05/1973,19,5,1973
20/05/1973,20,5,1973
21/05/1973,21,5,1973
22/05/1973,22,5,1973
23/05/1973,23,5,1973
24/05/1973,24,5,1973
25/05/1973,25,5,1973
26/05/1973,26,5,1973
27/05/1973,27,5,1973
28/05/1973,28,5,1973
29/05/1973,29,5,1973
30/05/1973,30,5,1973
31/05/1973,31,5,1973
01/06/1973,1,6,1973
02/06/1973,2,6,1973
03/06/1973,3,6,1973
04/06/1973,4,6,1973
05/06/1973,5,6,1973
06/06/1973,6,6,1973
07/06/1973,7,6,1973
08/06/1973,8,6,1973
09/06/1973,9,6,1973
10/06/1973,10,6,1973
11/06/1973,11,6,1973
12/06/1973,12,6,1973
13/06/1973,13,6,1973
14/06/1973,14,6,1973
15/06/1973,15,6,1973
16/06/1973,16,6,1973
17/06/1973,17,6,1973
18/06/1973,18,6,1973
19/06/1973,19,6,1973
20/06/1973,20,6,1973
21/06/1973,21,6,1973
22/06/1973,22,6,1973
23/06/1973,23,6,1973
24/06/1973,24,6,1973
25/06/1973,25,6,1973
26/06/1973,26,6,1973
27/06/1973,27,6,1973
28/06/1973,28,6,1973
29/06/1973,29,6,1973
30/06/1973,30,6,1973
01/07/1973,1,7,1973
02/07/1973,2,7,1973
03/07/1973,3,7,1973
04/07/1973,4,7,1973
05/07/1973,5,7,1973
06/07/1973,6,7,1973
07/07/1973,7,7,1973
08/07/1973,8,7,1973
09/07/1973,9,7,1973
10/07/1973,10,7,1973
11/07/1973,11,7,1973
12/07/1973,12,7,1973
13/07/1973,13,7,1973
14/07/1973,14,7,1973
15/07/1973,15,7,1973
16/07/1973,16,7,1973
17/07/1973,17,7,1973
18/07/1973,18,7,1973
19/07/1973,19,7,1973
20/07/1973,20,7,1973
21/07/1973,21,7,1973
22/07/1973,22,7,1973
23/07/1973,23,7,1973
24/07/1973,24,7,1973
25/07/1973,25,7,1973
26/07/1973,26,7,1973
27/07/1973,27,7,1973
28/07/1973,28,7,1973
29/07/1973,29,7,1973
30/07/1973,30,7,1973
31/07/1973,31,7,1973
01/08/1973,1,8,1973
02/08/1973,2,8,1973
03/08/1973,3,8,1973
04/08/1973,4,8,1973
05/08/1973,5,8,1973
06/08/1973,6,8,1973
07/08/1973,7,8,1973
08/08/1973,8,8,1973
09/08/1973,9,8,1973
10/08/1973,10,8,1973
11/08/1973,11,8,1973
12/08/1973,12,8,1973
13/08/1973,13,8,1973
14/08/1973,14,8,1973
15/08/1973,15,8,1973
16/08/1973,16,8,1973
17/08/1973,17,8,1973
18/08/1973,18,8,1973
19/08/1973,19,8,1973
20/08/1973,20,8,1973
21/08/1973,21,8,1973
22/08/1973,22,8,1973
23/08/1973,23,8,1973
24/08/1973,24,8,1973
25/08/1973,25,8,1973
26/08/1973,26,8,1973
27/08/1973,27,8,1973
28/08/1973,28,8,1973
29/08/1973,29,8,1973
30/08/1973,30,8,1973
31/08/1973,31,8,1973
01/09/1973,1,9,1973
02/09/1973,2,9,1973
03/09/1973,3,9,1973
04/09/1973,4,9,1973
05/09/1973,5,9,1973
06/09/1973,6,9,1973
07/09/1973,7,9,1973
08/09/1973,8,9,1973
09/09/1973,9,9,1973
10/09/1973,10,9,1973
11/09/1973,11,9,1973
12/09/1973,12,9,1973
13/09/1973,13,9,1973
14/09/1973,14,9,1973
15/09/1973,15,9,1973
16/09/1973,16,9,1973
17/09/1973,17,9,1973
18/09/1973,18,9,1973
19/09/1973,19,9,1973
20/09/1973,20,9,1973
21/09/1973,21,9,1973
22/09/1973,22,9,1973
23/09/1973,23,9,1973
24/09/1973,24,9,1973
25/09/1973,25,9,1973
26/09/1973,26,9,1973
27/09/1973,27,9,1973
28/09/1973,28,9,1973
29/09/1973,29,9,1973
30/09/1973,30,9,1973
01/10/1973,1,10,1973
02/10/1973,2,10,1973
03/10/1973,3,10,1973
04/10/1973,4,10,1973
05/10/1973,5,10,1973
06/10/1973,6,10,1973
07/10/1973,7,10,1973
08/10/1973,8,10,1973
09/10/1973,9,10,1973
10/10/1973,10,10,1973
11/10/1973,11,10,1973
12/10/1973,12,10,1973
13/10/1973,13,10,1973
14/10/1973,14,10,1973
15/10/1973,15,10,1973
16/10/1973,16,10,1973
17/10/1973,17,10,1973
18/10/1973,18,10,1973
19/10/1973,19,10,1973
20/10/1973,20,10,1973
21/10/1973,21,10,1973
22/10/1973,22,10,1973
23/10/1973,23,10,1973
24/10/1973,24,10,1973
25/10/1973,25,10,1973
26/10/1973,26,10,1973
27/10/1973,27,10,1973
28/10/1973,28,10,1973
29/10/1973,29,10,1973
30/10/1973,30,10,1973
31/10/1973,31,10,1973
01/11/1973,1,11,1973
02/11/1973,2,11,1973
03/11/1973,3,11,1973
04/11/1973,4,11,1973
05/11/1973,5,11,1973
06/11/1973,6,11,1973
07/11/1973,7,11,1973
08/11/1973,8,11,1973
09/11/1973,9,11,1973
10/11/1973,10,11,1973
11/11/1973,11,11,1973
12/11/1973,12,11,1973
13/11/1973,13,11,1973
14/11/1973,14,11,1973
15/11/1973,15,11,1973
16/11/1973,16,11,1973
17/11/1973,17,11,1973
18/11/1973,18,11,1973
19/11/1973,19,11,1973
20/11/1973,20,11,1973
21/11/1973,21,11,1973
22/11/1973,22,11,1973
23/11/1973,23,11,1973
24/11/1973,24,11,1973
25/11/1973,25,11,1973
26/11/1973,26,11,1973
27/11/1973,27,11,1973
28/11/1973,28,11,1973
29/11/1973,29,11,1973
30/11/1973,30,11,1973
01/12/1973,1,12,1973
02/12/1973,2,12,1973
03/12/1973,3,12,1973
04/12/1973,4,12,1973
05/12/1973,5,12,1973
06/12/1973,6,12,1973
07/12/1973,7,12,1973
08/12/1973,8,12,1973
09/12/1973,9,12,1973
10/12/1973,10,12,1973
11/12/1973,11,12,1973
12/12/1973,12,12,1973
13/12/1973,13,12,1973
14/12/1973,14,12,1973
15/12/1973,15,12,1973
16/12/1973,16,12,1973
17/12/1973,17,12,1973
18/12/1973,18,12,1973
19/12/1973,19,12,1973
20/12/1973,20,12,1973
21/12/1973,21,12,1973
22/12/1973,22,12,1973
23/12/1973,23,12,1973
24/12/1973,24,12,1973
25/12/1973,25,12,1973
26/12/1973,26,12,1973
27/12/1973,27,12,1973
28/12/1973,28,12,1973
29/12/1973,29,12,1973
30/12/1973,30,12,1973
31/12/1973,31,12,1973
01/01/1974,1,1,1974
02/01/1974,2,1,1974
03/01/1974,3,1,1974
04/01/1974,4,1,1974
05/01/1974,5,1,1974
06/01/1974,6,1,1974
07/01/1974,7,1,1974
08/01/1974,8,1,1974
09/01/1974,9,1,1974
10/01/1974,10,1,1974
11/01/1974,11,1,1974
12/01/1974,12,1,1974
13/01/1974,13,1,1974
14/01/1974,14,1,1974
15/01/1974,15,1,1974
16/01/1974,16,1,1974
17/01/1974,17,1,1974
18/01/1974,18,1,1974
19/01/1974,19,1,1974
20/01/1974,20,1,1974
21/01/1974,21,1,1974
22/01/1974,22,1,1974
23/01/1974,23,1,1974
24/01/1974,24,1,1974
25/01/1974,25,1,1974
26/01/1974,26,1,1974
27/01/1974,27,1,1974
28/01/1974,28,1,1974
29/01/1974,29,1,1974
30/01/1974,30,1,1974
31/01/1974,31,1,1974
01/02/1974,1,2,1974
02/02/1974,2,2,1974
03/02/1974,3,2,1974
04/02/1974,4,2,1974
05/02/1974,5,2,1974
06/02/1974,6,2,1974
07/02/1974,7,2,1974
08/02/1974,8,2,1974
09/02/1974,9,2,1974
10/02/1974,10,2,1974
11/02/1974,11,2,1974
12/02/1974,12,2,1974
13/02/1974,13,2,1974
14/02/1974,14,2,1974
15/02/1974,15,2,1974
16/02/1974,16,2,1974
17/02/1974,17,2,1974
18/02/1974,18,2,1974
19/02/1974,19,2,1974
20/02/1974,20,2,1974
21/02/1974,21,2,1974
22/02/1974,22,2,1974
23/02/1974,23,2,1974
24/02/1974,24,2,1974
25/02/1974,25,2,1974
26/02/1974,26,2,1974
27/02/1974,27,2,1974
28/02/1974,28,2,1974
01/03/1974,1,3,1974
02/03/1974,2,3,1974
03/03/1974,3,3,1974
04/03/1974,4,3,1974
05/03/1974,5,3,1974
06/03/1974,6,3,1974
07/03/1974,7,3,1974
08/03/1974,8,3,1974
09/03/1974,9,3,1974
10/03/1974,10,3,1974
11/03/1974,11,3,1974
12/03/1974,12,3,1974
13/03/1974,13,3,1974
14/03/1974,14,3,1974
15/03/1974,15,3,1974
16/03/1974,16,3,1974
17/03/1974,17,3,1974
18/03/1974,18,3,1974
19/03/1974,19,3,1974
20/03/1974,20,3,1974
21/03/1974,21,3,1974
22/03/1974,22,3,1974
23/03/1974,23,3,1974
24/03/1974,24,3,1974
25/03/1974,25,3,1974
26/03/1974,26,3,1974
27/03/1974,27,3,1974
28/03/1974,28,3,1974
29/03/1974,29,3,1974
30/03/1974,30,3,1974
31/03/1974,31,3,1974
01/04/1974,1,4,1974
02/04/1974,2,4,1974
03/04/1974,3,4,1974
04/04/1974,4,4,1974
05/04/1974,5,4,1974
06/04/1974,6,4,1974
07/04/1974,7,4,1974
08/04/1974,8,4,1974
09/04/1974,9,4,1974
10/04/1974,10,4,1974
11/04/1974,11,4,1974
12/04/1974,12,4,1974
13/04/1974,13,4,1974
14/04/1974,14,4,1974
15/04/1974,15,4,1974
16/04/1974,16,4,1974
17/04/1974,17,4,1974
18/04/1974,18,4,1974
19/04/1974,19,4,1974
20/04/1974,20,4,1974
21/04/1974,21,4,1974
22/04/1974,22,4,1974
23/04/1974,23,4,1974
24/04/1974,24,4,1974
25/04/1974,25,4,1974
26/04/1974,26,4,1974
27/04/1974,27,4,1974
28/04/1974,28,4,1974
29/04/1974,29,4,1974
30/04/1974,30,4,1974
01/05/1974,1,5,1974
02/05/1974,2,5,1974
03/05/1974,3,5,1974
04/05/1974,4,5,1974
05/05/1974,5,5,1974
06/05/1974,6,5,1974
07/05/1974,7,5,1974
08/05/1974,8,5,1974
09/05/1974,9,5,1974
10/05/1974,10,5,1974
11/05/1974,11,5,1974
12/05/1974,12,5,1974
13/05/1974,13,5,1974
14/05/1974,14,5,1974
15/05/1974,15,5,1974
16/05/1974,16,5,1974
17/05/1974,17,5,1974
18/05/1974,18,5,1974
19/05/1974,19,5,1974
20/05/1974,20,5,1974
21/05/1974,21,5,1974
22/05/1974,22,5,1974
23/05/1974,23,5,1974
24/05/1974,24,5,1974
25/05/1974,25,5,1974
26/05/1974,26,5,1974
27/05/1974,27,5,1974
28/05/1974,28,5,1974
29/05/1974,29,5,1974
30/05/1974,30,5,1974
31/05/1974,31,5,1974
01/06/1974,1,6,1974
02/06/1974,2,6,1974
03/06/1974,3,6,1974
04/06/1974,4,6,1974
05/06/1974,5,6,1974
06/06/1974,6,6,1974
07/06/1974,7,6,1974
08/06/1974,8,6,1974
09/06/1974,9,6,1974
10/06/1974,10,6,1974
11/06/1974,11,6,1974
12/06/1974,12,6,1974
13/06/1974,13,6,1974
14/06/1974,14,6,1974
15/06/1974,15,6,1974
16/06/1974,16,6,1974
17/06/1974,17,6,1974
18/06/1974,18,6,1974
19/06/1974,19,6,1974
20/06/1974,20,6,1974
21/06/1974,21,6,1974
22/06/1974,22,6,1974
23/06/1974,23,6,1974
24/06/1974,24,6,1974
25/06/1974,25,6,1974
26/06/1974,26,6,1974
27/06/1974,27,6,1974
28/06/1974,28,6,1974
29/06/1974,29,6,1974
30/06/1974,30,6,1974
01/07/1974,1,7,1974
02/07/1974,2,7,1974
03/07/1974,3,7,1974
04/07/1974,4,7,1974
05/07/1974,5,7,1974
06/07/1974,6,7,1974
07/07/1974,7,7,1974
08/07/1974,8,7,1974
09/07/1974,9,7,1974
10/07/1974,10,7,1974
11/07/1974,11,7,1974
12/07/1974,12,7,1974
13/07/1974,13,7,1974
14/07/1974,14,7,1974
15/07/1974,15,7,1974
16/07/1974,16,7,1974
17/07/1974,17,7,1974
18/07/1974,18,7,1974
19/07/1974,19,7,1974
20/07/1974,20,7,1974
21/07/1974,21,7,1974
22/07/1974,22,7,1974
23/07/1974,23,7,1974
24/07/1974,24,7,1974
25/07/1974,25,7,1974
26/07/1974,26,7,1974
27/07/1974,27,7,1974
28/07/1974,28,7,1974
29/07/1974,29,7,1974
30/07/1974,30,7,1974
31/07/1974,31,7,1974
01/08/1974,1,8,1974
